Name,Start price,Price,CMGR[$] 3mo,Cum. ROI,Avg. Mkt. Cap,Mkt. Cap,24h Vol,Avg. volume,Age (mo),Winning months,ATH,% fm. ATH,ATH (BTC),% fm. ATH (BTC)
Bitclave,0.1109,0.0005,- 37.27,- 99.57,N/A,270.00 K,844.09,599,13,25.00,0.3161,-99.83,0.00002161,-99.68
Parkgene,0.0141,0.0009,- 27.44,- 93.62,N/A,269.47 K,20.15 K,23020,9,17.00,0.0161,-94.33,0.00000194,-93.81
Webcoin,0.0020,0.0075,- 36.11,94.87,N/A,268.41 K,1.78 MM,762232,6,17.00,0.0605,-87.67,0.00000957,-90.18
Devery,0.2921,0.0043,- 41.93,- 97.46,N/A,267.78 K,281.83,24725,12,25.00,0.3444,-98.76,0.00004044,-98.66
BBSCoin,0.00000141,0.00000328,- 14.73,831.76,N/A,265.17 K,261.96,580,5,25.00,0.00003821,-91.41,0.00000001,-100.00
Fidelium,0.2214,0.0022,- 5.18,- 98.99,N/A,264.00 K,0.00,79,10,33.00,0.3455,-99.35,0.00003933,-98.35
Nerves,0.0013,0.00008016,- 71.47,- 98.01,N/A,261.24 K,0.00,227,4,8.00,0.0014,-94.36,0.00000022,-95.46
PutinCoin,0.0001,0.0004,- 7.78,20.73,N/A,261.18 K,175.30,405,31,17.00,0.0432,-99.15,0.00002732,-99.82
NobleCoin,0.0008,0.0001,- 24.86,- 85.65,N/A,260.75 K,0.00,18,60,25.00,0.0133,-99.17,0.00000116,-97.42
EUNO,0.0139,0.0120,- 32.96,109.16,N/A,260.14 K,2.29 K,3356,6,25.00,0.1282,-90.62,0.00001990,-92.36
Bitswift,0.0392,0.0669,- 21.87,69.11,N/A,259.97 K,108.49,2123,52,25.00,2.32,-97.11,0.0005,-96.02
Signals Network,0.0254,0.0029,20.21,32.06,N/A,259.79 K,100.61,268,9,8.00,0.0374,-92.12,0.00000988,-96.26
DopeCoin,0.0024,0.0022,- 13.17,135.46,N/A,258.55 K,6.36 K,4666,59,8.00,0.2571,-99.14,0.00001818,-98.46
SoMee.Social,0.2531,0.0058,- 32.75,- 98.28,N/A,257.81 K,155.05,958,14,8.00,2.56,-99.77,0.0002,-99.60
GlobalBoost-Y,0.0021,0.0153,62.16,678.79,N/A,255.74 K,503.24,629,52,25.00,0.0849,-82.03,0.00002619,-92.63
HelloGold,0.0242,0.0010,- 30.24,- 93.14,N/A,255.33 K,398.15,271,16,25.00,0.3492,-99.72,0.00002937,-99.59
Bitether,0.0036,0.0049,- 28.10,- 68.91,N/A,253.45 K,8.24 K,3813,5,17.00,0.0054,-9.59,0.00000081,-23.42
Bitnation,0.0002,0.00001013,- 24.15,- 98.10,N/A,253.19 K,7.87 K,1522,6,8.00,0.0002,-95.15,0.00000003,-100.00
AquariusCoin,0.0009,0.1106,- 14.88,3671.69,N/A,253.17 K,13.48,76,33,25.00,0.8690,-87.27,0.00009678,-85.57
SHPING,0.0005,0.0003,- 21.28,- 55.18,N/A,252.70 K,0.7300,9,4,8.00,0.0007,-54.45,0.00000014,-72.00
LanaCoin,0.00002277,0.0002,- 26.74,349.79,N/A,250.97 K,2.77,51,33,25.00,0.0052,-95.42,0.00000031,-90.47
ShareX,0.0554,0.0004,- 43.05,- 99.66,N/A,249.00 K,0.5800,1311,13,8.00,0.0439,-99.12,0.00000378,-98.68
Universe,0.0145,0.0032,- 33.95,- 70.34,N/A,248.79 K,16.45,192,22,33.00,0.6420,-99.50,0.00005877,-99.30
Invacio,0.2174,0.0071,15.21,- 77.83,N/A,248.50 K,4.23 K,3303,8,25.00,0.1171,-93.90,0.00001785,-94.96
OPCoinX,0.0030,0.0016,- 11.17,- 55.99,N/A,247.59 K,13.55,456,6,17.00,0.0119,-86.72,0.00000187,-89.30
2GIVE,0.0002,0.0005,- 25.43,534.65,N/A,247.09 K,98.17 K,839,33,25.00,0.0381,-98.75,0.00000240,-97.50
bitqy,0.0562,0.00007902,- 44.73,- 99.80,N/A,245.96 K,98.07 K,25,17,42.00,0.0945,-99.92,0.00002195,-99.95
Iconiq Lab Token,0.4409,0.0637,- 40.22,- 90.79,N/A,245.88 K,1.52 K,11583,4,8.00,0.8085,-92.12,0.0001,-93.53
BEAT,0.0010,0.0020,- 48.37,87.63,N/A,245.79 K,43.88 K,30617,2,8.00,0.0028,-28.81,0.00000072,-65.48
Kalkulus,0.0658,0.0156,- 20.85,- 71.60,N/A,245.15 K,54.61 K,26007,6,8.00,0.0728,-78.63,0.00001214,-83.86
BunnyCoin,0.00000001,0.00000235,- 32.04,23618.69,N/A,242.20 K,0.00,100,53,33.00,0.0001,-98.09,0.00000001,-100.00
Rupee,0.0010,0.0070,- 24.09,841.90,N/A,239.49 K,18.29,1974,19,17.00,0.7492,-99.07,0.00006988,-98.74
Jesus Coin,0.00008605,0.00001331,- 19.32,- 94.09,N/A,239.27 K,0.7100,44,12,33.00,0.0008,-98.40,0.00000008,-100.00
4NEW,0.0652,0.0044,- 55.22,- 97.22,N/A,238.71 K,69.52 K,41765,5,0.00,0.1794,-97.56,0.00002572,-97.86
Suretly,11.21,1.02,- 26.89,- 94.58,N/A,238.34 K,11.05 K,6483,17,25.00,12.00,-91.54,0.0016,-91.75
Bitcoin Incognito,0.0565,0.0258,- 45.38,22.98,N/A,237.95 K,11.58 K,15149,6,25.00,0.7129,-96.38,0.0001,-97.11
BitNautic Token,0.0085,0.0120,- 39.27,0.9718,N/A,237.27 K,0.00,7392,2,17.00,0.0569,-78.98,0.00001502,-89.95
Aigang,3.82,0.0081,- 42.17,- 99.90,N/A,236.53 K,17.67 K,14568,13,17.00,1.83,-99.56,0.0002,-99.34
JSECOIN,0.0025,0.0005,- 44.19,- 72.48,N/A,235.60 K,256.88,471,4,8.00,0.0061,-91.23,0.00000109,-93.61
AllSafe,0.0002,0.0333,20.60,11632.81,N/A,235.30 K,886.40,1978,27,50.00,0.0920,-63.87,0.00003283,-87.21
IGToken,0.0002,0.0001,- 54.07,- 89.78,N/A,235.23 K,1.02 MM,147672,6,17.00,0.0007,-83.01,0.00000010,-79.80
Quantis Network,0.0497,0.0430,- 53.02,- 10.08,N/A,234.78 K,1.69 K,31111,4,8.00,0.4829,-91.09,0.00007498,-92.76
I0Coin,0.0170,0.0111,- 21.44,- 34.81,N/A,232.54 K,0.00,26,62,42.00,0.6504,-98.30,0.0002,-97.86
Bob's Repair,0.0245,0.0030,- 52.02,- 86.77,N/A,231.62 K,308.34 K,378689,7,8.00,0.0678,-95.63,0.00001014,-96.35
Nyancoin,0.0120,0.0007,- 9.41,- 97.94,N/A,229.63 K,3.33,71,60,25.00,0.0148,-95.18,0.00002386,-99.62
Tigereum,0.0671,0.0126,- 45.84,- 80.58,N/A,229.46 K,389.34,1664,12,25.00,0.4013,-96.86,0.00004013,-96.04
Actinium,0.0237,0.0219,- 29.77,0.4358,N/A,228.94 K,1.33 K,3386,4,8.00,0.1095,-80.04,0.00001697,-83.73
Speed Mining Service,90.98,2.18,- 61.89,- 99.27,N/A,228.69 K,0.00,185,12,25.00,159.02,-98.63,0.0190,-98.55
STRAKS,2.04,0.0097,- 37.75,- 99.44,N/A,227.54 K,395.98,182,13,25.00,25.97,-99.96,0.0017,-99.93
Monkey Project,4.85,0.0374,- 42.94,- 99.32,N/A,226.25 K,1.27 K,946,14,17.00,22.67,-99.83,0.0017,-99.72
Cruisebit,0.0933,0.0085,- 45.84,- 90.94,N/A,224.26 K,0.00,78,5,8.00,0.1023,-91.73,0.00001546,-84.15
EtherGem,0.0200,0.0115,- 38.78,- 49.89,N/A,223.99 K,7.57 K,2828,6,17.00,0.1236,-90.70,0.00001995,-92.73
Worldcore,0.0922,0.0013,- 25.62,- 97.54,N/A,223.20 K,828.80,6388,14,8.00,0.5533,-99.77,0.00003540,-99.55
Zennies,0.0021,0.0002,- 18.76,- 90.02,N/A,221.50 K,17.56,3,22,25.00,0.0042,-94.73,0.00000187,-98.40
Shekel,0.1226,0.0017,2.98,- 98.83,N/A,219.04 K,231.78,83,12,25.00,0.0781,-97.89,0.00000736,-97.15
Veros,0.0828,0.0072,- 14.48,- 89.25,N/A,218.37 K,9.83 K,15457,26,33.00,1.24,-99.42,0.0003,-99.68
Sapien,0.0076,0.0011,- 30.56,- 80.87,N/A,216.44 K,85.93,15365,6,25.00,0.0182,-94.19,0.00000277,-95.31
Commodity Ad Network,0.1618,0.0066,- 8.72,- 95.97,N/A,214.46 K,322.93,202,13,33.00,0.3153,-97.91,0.00002866,-93.34
CryptoPing,0.3192,0.0215,- 35.95,- 96.27,N/A,213.89 K,269.30,22,19,33.00,1.20,-98.20,0.0001,-97.88
Shadow Token,0.0563,0.0305,45.48,- 35.05,N/A,213.30 K,0.00,46,18,33.00,0.3119,-90.23,0.00005067,-92.40
Rubies,0.0286,0.0203,- 33.82,- 82.22,N/A,211.50 K,184.54,7,35,33.00,0.5294,-96.16,0.0002,-98.40
FORCE,0.0024,0.0015,- 27.50,- 54.14,N/A,210.96 K,27.30,220,15,33.00,0.3554,-99.58,0.00002381,-99.20
Amon,0.0652,0.0004,- 37.59,- 99.49,N/A,208.67 K,3.81 K,1499,9,0.00,0.0306,-98.62,0.00000406,-98.77
InternationalCryptoX,0.0089,0.0005,- 43.71,- 89.21,N/A,208.48 K,39.91 K,101211,6,8.00,0.0089,-94.46,0.00000137,-95.63
TrumpCoin,0.0014,0.0314,- 27.22,971.18,N/A,207.64 K,448.04,52,35,25.00,0.8446,-96.28,0.0006,-99.37
Netko,0.0072,0.0264,- 5.13,136.74,N/A,205.33 K,0.00,17,23,25.00,0.8001,-96.70,0.0004,-99.13
RussiaCoin,0.0005,0.0244,- 38.25,5233.27,N/A,204.45 K,0.00,10,37,17.00,6.53,-99.63,0.0004,-98.43
Teloscoin,0.0029,0.0026,- 8.33,- 0.87,N/A,204.44 K,4.98 K,1866,3,17.00,0.0287,-90.98,0.00000828,-96.02
BitRent,0.0400,0.0002,- 42.32,- 98.82,N/A,204.09 K,1.52 K,23416,10,17.00,0.0723,-99.66,0.00000943,-99.68
Etheera,0.00003973,0.00002832,- 74.01,2.32,N/A,203.65 K,7.23,702,4,17.00,0.0185,-99.85,0.00000334,-100.00
Powercoin,0.0004,0.00002092,- 19.07,- 92.30,N/A,202.18 K,0.4200,49,32,25.00,0.0005,-96.13,0.00000093,-100.00
BoutsPro,0.0174,0.0026,- 32.52,- 85.95,N/A,201.03 K,30.16 K,13638,9,17.00,0.0305,-91.39,0.00000454,-92.73
TittieCoin,0.00000146,0.0002,38.32,11649.46,N/A,199.09 K,0.4200,264,51,33.00,0.0052,-96.97,0.00000043,-95.35
Social,0.3779,0.0119,- 35.61,- 94.50,N/A,198.10 K,58.94,94,17,25.00,1.14,-98.96,0.0001,-98.90
Evimeria,0.00002008,0.00001269,- 42.75,- 67.66,N/A,196.93 K,7.93 K,2406,5,8.00,0.00004254,-70.17,0.00000001,-100.00
Talao,0.1055,0.0192,- 24.50,- 81.79,N/A,196.57 K,0.00,43,6,17.00,0.1184,-83.77,0.00001753,-68.22
Ether-1,0.0223,0.0096,- 29.82,- 52.31,N/A,194.72 K,29.90 K,4891,4,17.00,0.0441,-78.27,0.00000691,-82.49
IncaKoin,0.00003312,0.00001084,- 0.09,- 67.27,N/A,194.43 K,0.00,18,48,17.00,0.0061,-99.82,0.00000044,-100.00
CFun,0.0927,0.0005,- 23.87,- 99.58,N/A,193.41 K,4.56 K,24951,13,17.00,0.0580,-99.22,0.00000495,-98.79
TrakInvest,0.1260,0.0023,- 33.35,- 97.59,N/A,188.86 K,0.00,90829,9,33.00,0.2988,-99.25,0.00003725,-99.25
Jury.Online Token,0.2549,0.0206,- 46.71,- 97.32,N/A,187.47 K,2.83 K,2415,7,0.00,0.2132,-90.36,0.00002590,-90.00
Piggycoin,0.0001,0.0004,- 0.54,193.05,N/A,186.90 K,143.09,145,56,33.00,0.0397,-99.04,0.00003333,-99.67
ProCurrency,0.1069,0.0018,- 28.26,- 99.55,N/A,185.46 K,5.07 K,503,21,33.00,0.3647,-99.50,0.0002,-99.87
Argentum,0.0078,0.0160,- 26.11,149.63,N/A,185.08 K,79.03,1655,67,50.00,0.9383,-98.30,0.0010,-99.79
ArcticCoin,0.0071,0.0072,- 41.52,- 64.29,N/A,185.05 K,1.48 K,105,28,17.00,0.3476,-97.92,0.0002,-99.51
Databits,0.1026,0.0081,- 30.41,- 40.87,N/A,184.04 K,0.00,2325,22,25.00,2.33,-99.65,0.0005,-99.80
Typerium,0.0226,0.0005,- 52.45,- 97.28,N/A,183.83 K,1.15 K,1159,3,0.00,0.0135,-96.42,0.00000214,-97.19
PayCoin,9.31,0.0153,- 18.71,- 99.93,N/A,183.61 K,123.50,3,50,42.00,13.16,-99.88,0.0415,-100.00
Blockcat,1.06,0.0249,- 3.03,- 91.96,N/A,183.60 K,518.97,261,18,25.00,6.50,-99.62,0.0010,-99.69
DraftCoin,0.0877,0.0216,- 19.59,- 83.73,N/A,183.47 K,1.09 K,2592,38,33.00,6.62,-99.67,0.0005,-99.45
DigitalPrice,0.0224,0.0092,- 22.06,- 63.74,N/A,182.87 K,81.00,59,52,33.00,0.4205,-97.80,0.0004,-99.71
NPER,0.2643,0.0026,- 38.02,- 96.93,N/A,181.79 K,28.70 K,15251,9,17.00,0.2676,-99.01,0.00003267,-98.99
Tokenbox,1.21,0.0159,- 36.14,- 98.83,N/A,180.84 K,30.86 K,11527,12,8.00,1.14,-98.61,0.0001,-98.46
CYCLEAN,0.0141,0.0003,- 60.18,- 98.11,N/A,180.81 K,265.23,1796,5,0.00,0.0185,-98.56,0.00000290,-98.96
Blocklancer,0.0100,0.0015,- 8.60,- 84.38,N/A,179.31 K,2.25 K,7978,10,17.00,0.0638,-97.66,0.00000795,-97.61
TagCoin,0.3855,0.0278,- 29.51,- 95.81,N/A,178.97 K,45.49,24,63,25.00,3.11,-99.11,0.0028,-99.87
Version,0.0009,0.0003,- 19.06,- 92.81,N/A,178.79 K,2.56,1338,20,0.00,0.0181,-98.26,0.00000149,-97.32
Gravity,0.0004,0.00007902,- 77.60,- 90.65,N/A,177.90 K,1.56 K,883,3,8.00,0.0139,-99.43,0.00000217,-99.54
EtherSportz,0.3255,0.0261,- 29.96,- 94.32,N/A,177.87 K,65.78,477,12,25.00,0.5668,-95.39,0.00006689,-95.07
FantasyGold,0.2710,0.0114,- 15.85,- 89.56,N/A,176.59 K,142.58,1969,8,17.00,0.2846,-95.99,0.00004457,-96.77
Simmitri,0.0174,0.0025,- 47.25,- 59.61,N/A,175.40 K,3.22 K,3568,4,8.00,0.1093,-97.72,0.00001691,-98.17
Bitibu Coin,0.1161,0.0410,- 23.51,- 52.39,N/A,174.34 K,0.00,0,3,8.00,0.1189,-65.50,0.00002186,-76.30
W3Coin,0.0083,0.00000261,- 47.99,- 99.94,N/A,173.51 K,16.45,769,12,25.00,0.0044,-99.94,0.00000054,-100.00
bitSilver,17.79,8.15,- 18.81,- 72.64,N/A,173.41 K,0.00,6,47,8.00,96.80,-91.58,0.1178,-99.13
MicroMoney,0.5012,0.0110,- 34.57,- 98.53,N/A,173.28 K,16.61 K,10491,14,17.00,2.18,-99.50,0.0002,-99.09
NetKoin,0.00003594,0.00003887,- 27.31,- 2.75,N/A,173.13 K,3.74 K,1448,6,17.00,0.0002,-80.49,0.00000003,-100.00
GlobalToken,0.0013,0.0026,25.86,144.05,N/A,172.78 K,850.22,1137,20,33.00,0.0341,-92.36,0.00000710,-95.35
SIMDAQ,0.0219,0.0098,- 21.95,- 59.80,N/A,172.58 K,3.24,196,4,0.00,0.0535,-81.69,0.00000825,-84.98
Advanced Internet Blocks,0.0020,0.0052,- 16.31,200.21,N/A,172.27 K,2.49 K,408,45,25.00,0.0714,-92.66,0.00003270,-97.98
StarterCoin,0.0483,0.0005,- 25.65,- 98.88,N/A,171.69 K,1.94 K,321,11,25.00,0.0345,-98.55,0.00000415,-98.56
Bitcoin Zero,0.0351,0.0107,- 24.03,- 72.21,N/A,171.23 K,7.44 K,13835,3,8.00,0.0882,-87.85,0.00002375,-94.32
Startcoin,0.3740,0.0038,- 26.86,- 99.57,N/A,170.98 K,556.47,105,56,8.00,0.4878,-99.22,0.0007,-99.94
Fabric Token,0.0587,0.0069,- 36.22,- 96.18,N/A,170.15 K,27.67,88,8,8.00,0.1418,-95.12,0.00001858,-95.32
Vivid Coin,0.1850,0.0330,- 2.71,- 86.37,N/A,168.82 K,327.91,983,6,8.00,0.2645,-87.52,0.00004088,-89.80
Knekted,0.0010,0.0002,- 59.33,- 87.86,N/A,167.12 K,1.27 K,104,4,8.00,0.0013,-87.52,0.00000035,-94.29
XMCT,0.0415,0.0017,- 38.74,- 96.34,N/A,166.83 K,2.55 K,37266,7,0.00,0.0388,-95.58,0.00000521,-95.78
Aphelion,0.2670,0.0033,- 35.25,- 95.56,N/A,166.19 K,16.23 K,4464,9,17.00,0.7239,-99.54,0.00007936,-99.47
MedicCoin,0.0002,0.0006,- 37.50,344.24,N/A,165.88 K,6.28 K,9496,45,17.00,0.1593,-99.61,0.00001687,-99.53
Vsync,0.0085,0.0010,- 30.13,- 89.71,N/A,164.93 K,86.60,49,17,33.00,0.2756,-99.63,0.00001869,-99.30
Helleniccoin,0.3062,0.0024,- 42.03,- 99.79,N/A,164.75 K,618.16,128,43,8.00,0.2793,-99.15,0.0012,-99.97
Elysian,0.0180,0.0019,- 12.91,- 90.49,N/A,164.65 K,144.51 K,92174,7,8.00,0.0225,-91.60,0.00000275,-91.28
NEVERDIE,0.2512,0.0013,- 55.09,- 99.50,N/A,163.30 K,4.45,618,18,33.00,0.2265,-99.43,0.00005348,-99.31
CryCash,0.4764,0.0353,- 0.43,- 81.05,N/A,162.96 K,272.52,4701,9,25.00,0.7156,-95.07,0.0001,-95.69
Newton Coin Project,0.00002676,0.00000099,- 29.07,- 96.31,N/A,162.82 K,167.53,886,6,8.00,0.00004268,-97.68,0.00000001,-100.00
Zeitcoin,0.00000600,0.00000439,- 43.27,77.65,N/A,162.41 K,369.14,189,59,17.00,0.0007,-99.35,0.00000025,-100.00
Magnet,0.1754,0.0040,- 26.23,- 96.28,N/A,162.37 K,194.07,425,14,17.00,2.74,-99.85,0.0002,-99.73
bitBTC,406.55,3955.81,- 21.69,683.69,N/A,161.69 K,1.38 K,123,52,50.00,23544.40,-83.20,2.62,-80.91
GCNCoin,0.00000004,0.00000096,- 23.74,3980.84,N/A,160.77 K,243.84,111,51,33.00,0.0002,-99.53,0.00000001,-100.00
Elixir,0.0210,0.0045,- 32.90,- 60.78,N/A,160.58 K,906.20,787,16,25.00,2.44,-99.81,0.0002,-99.64
Emphy,0.1234,0.0203,- 25.06,- 90.72,N/A,160.25 K,1.04 K,595,15,17.00,1.24,-98.37,0.00008756,-97.08
SportyCo,0.2272,0.0029,- 44.15,- 99.11,N/A,160.10 K,4.07 K,28142,14,33.00,0.7349,-99.60,0.00005174,-99.28
BitcoiNote,0.0042,0.0154,- 30.70,3.03,N/A,158.92 K,263.45,753,6,8.00,0.0684,-77.45,0.00001067,-81.72
ModulTrade,0.0149,0.0043,- 41.43,- 75.18,N/A,158.29 K,345.73,14826,3,0.00,0.0174,-75.10,0.00000292,-81.16
Forkcoin,0.2690,0.0307,- 53.32,- 88.96,N/A,157.86 K,310.28,3610,6,17.00,1.30,-97.64,0.0002,-95.58
Level Up Coin,0.0123,0.0002,- 56.55,- 98.91,N/A,157.55 K,70.75,1668,8,0.00,0.0176,-99.10,0.00000231,-99.13
SixEleven,0.1313,0.3319,- 4.19,- 12.58,N/A,157.33 K,11.10,36,33,25.00,2.69,-87.68,0.0002,-78.90
Rookiecoin,0.0005,0.00005175,- 57.08,- 88.62,N/A,156.87 K,0.00,91,3,0.00,0.0007,-92.73,0.00000011,-90.91
Bitstar,0.0134,0.0077,- 28.17,- 71.97,N/A,156.84 K,7.74,4,57,25.00,0.1046,-92.59,0.00003346,-97.07
Adelphoi,0.2248,0.0075,- 34.82,- 92.24,N/A,155.55 K,299.54,74,20,8.00,0.5286,-98.58,0.00005174,-98.16
Alt.Estate token,0.0013,0.0002,- 5.20,- 74.41,N/A,155.07 K,392.26,5448,4,8.00,0.0012,-81.82,0.00000018,-83.57
FirstCoin,0.7407,0.0049,- 24.37,- 99.63,N/A,154.09 K,92.64,66,24,8.00,17.87,-99.97,0.0028,-99.98
Menlo One,0.0085,0.0005,- 66.02,- 89.58,N/A,153.72 K,196.06,4891,3,0.00,0.0066,-92.30,0.00000133,-95.49
Apollon,0.0249,0.0010,- 45.43,- 92.91,N/A,152.75 K,1.15 K,1984,6,8.00,0.0252,-95.92,0.00000384,-96.61
Emerald Crypto,0.0063,0.0080,- 42.33,- 73.44,N/A,152.30 K,0.00,14,66,42.00,0.0576,-86.17,0.00005000,-97.98
BLAST,0.0036,0.0031,- 37.80,- 77.37,N/A,152.29 K,150.23,193,4,0.00,0.0064,-50.83,0.00000155,-74.23
Chronologic,11.76,0.1757,- 49.62,- 98.64,N/A,151.64 K,508.95,6835,16,33.00,10.68,-98.35,0.0024,-99.06
Transcodium,0.1363,0.0030,- 11.00,- 98.34,N/A,151.09 K,345.31 K,236119,9,8.00,0.1284,-97.67,0.00001646,-97.69
Wispr,0.0163,0.0052,- 39.15,- 73.49,N/A,150.14 K,13.25,17,4,8.00,0.2287,-97.72,0.00003545,-98.14
Ellaism,0.1095,0.0077,- 35.83,- 91.78,N/A,149.95 K,179.47,188,15,25.00,4.43,-99.83,0.0003,-99.69
WavesGo,0.0454,0.0186,5.80,- 77.41,N/A,149.15 K,2.05,315,21,25.00,0.3621,-94.86,0.00009986,-97.65
Ignition,26.14,0.1460,- 29.69,- 99.65,N/A,149.08 K,319.08,244,13,8.00,42.34,-99.66,0.0039,-99.53
SkinCoin,0.0642,0.0017,- 17.30,- 91.52,N/A,148.09 K,4.58 K,7472,19,33.00,0.0448,-96.25,0.00000962,-97.82
BTC Lite,0.0006,0.0079,- 24.36,608.97,N/A,147.76 K,11.15,1119,1,0.00,0.0087,-9.53,0.00000252,-60.36
CREA,0.0312,0.0078,- 29.83,- 75.40,N/A,146.37 K,120.89,309,21,8.00,1.26,-99.38,0.0002,-98.70
8Bit,0.1518,0.0992,40.44,- 35.60,N/A,145.56 K,0.8300,9,46,17.00,1.66,-94.03,0.0018,-98.42
Unify,0.0061,0.0079,- 13.75,- 19.44,N/A,143.83 K,2.33 K,1259,19,17.00,0.6538,-98.79,0.00004249,-97.65
Sp8de,0.0003,0.00001827,- 11.08,- 76.72,N/A,142.25 K,869.34,26199,7,17.00,0.0005,-96.38,0.00000008,-100.00
Bata,0.0011,0.0281,- 19.85,2389.39,N/A,142.04 K,491.09,155,44,25.00,1.20,-97.67,0.0004,-99.17
WomenCoin,0.0030,0.00000293,- 22.51,- 99.93,N/A,141.90 K,150.71,253,19,33.00,0.0223,-99.99,0.00000559,-100.00
InflationCoin,0.00000774,0.00000316,- 41.52,- 74.49,N/A,141.49 K,97.34,34,25,25.00,0.0008,-99.58,0.00000010,-100.00
XGOX,0.0146,0.00005927,- 37.33,- 99.74,N/A,141.04 K,32.97,2143,16,17.00,0.0270,-99.78,0.00000464,-99.78
Kobocoin,0.0008,0.0057,- 25.01,1220.78,N/A,140.41 K,0.00,18,48,25.00,0.1868,-96.96,0.00006624,-98.91
Ethereum Meta,0.0046,0.0016,- 58.14,- 69.20,N/A,140.17 K,523.99,922,3,8.00,0.0511,-96.86,0.00001178,-98.30
Truckcoin,0.0015,0.0006,- 13.46,- 61.44,N/A,139.54 K,0.00,9,55,17.00,0.0175,-96.63,0.00004626,-99.63
Dragonglass,0.0007,0.0003,- 33.17,- 76.14,N/A,139.44 K,1.12 K,70,6,8.00,0.0064,-95.05,0.00000099,-95.96
Phoenixcoin,0.0117,0.0019,- 25.31,- 83.68,N/A,138.62 K,0.00,115,67,33.00,0.1027,-98.15,0.0005,-99.89
Loci Coin,0.4884,0.0033,- 41.67,- 99.01,N/A,138.04 K,142.79,3423,12,25.00,0.4906,-99.32,0.00005048,-99.17
PeepCoin,0.00002329,0.00000264,19.51,- 76.55,N/A,137.66 K,1.04 K,654,19,33.00,0.0013,-99.80,0.00000018,-100.00
TokenStars,0.4529,0.0117,- 55.16,- 99.63,N/A,137.52 K,4.07 K,3608,9,8.00,0.2595,-95.50,0.00003123,-95.29
XDNA,0.6457,0.0359,- 42.91,- 96.11,N/A,137.46 K,53.58,1285,6,8.00,0.9600,-96.26,0.0002,-97.03
MMOCoin,0.0033,0.0023,- 19.40,- 58.87,N/A,136.32 K,14.36 K,6791,4,8.00,0.0330,-92.91,0.00000863,-96.52
bitGold,1195.79,717.81,- 13.51,- 34.09,N/A,136.01 K,0.00,46,49,33.00,2102.51,-65.86,7.02,-98.71
Iridium,0.0065,0.0079,- 43.58,- 19.33,N/A,135.48 K,328.44,207,4,17.00,0.0417,-81.02,0.00000642,-84.42
Canada eCoin,0.0003,0.0014,- 27.87,303.30,N/A,134.63 K,79.79,59,57,17.00,0.0586,-97.64,0.00000515,-92.23
Intelligent Trading Foundation,0.1916,0.0137,- 21.20,- 94.64,N/A,134.24 K,488.02,1127,15,33.00,2.39,-99.43,0.0004,-99.52
ChessCoin,0.0008,0.0025,- 9.20,130.26,N/A,134.19 K,0.00,24,31,17.00,0.0202,-87.73,0.00000690,-95.51
SURETY,0.0103,0.0024,- 31.31,- 76.43,N/A,133.45 K,0.00,24,4,8.00,0.0230,-89.43,0.00000357,-80.13
Payfair,0.0163,0.0041,- 30.94,- 77.69,N/A,133.39 K,375.74,405,14,42.00,0.5066,-99.20,0.00003540,-98.56
Puregold Token,0.0305,0.0117,- 49.77,- 28.58,N/A,133.14 K,265.47,535,4,25.00,0.2736,-95.72,0.00007187,-97.94
Joint Ventures,0.0048,0.0060,- 41.99,- 93.24,N/A,131.63 K,1.04 K,1908,5,8.00,0.0084,-28.08,0.00000126,-39.74
Litecoin Plus,0.0542,0.0553,- 31.38,- 63.48,N/A,130.35 K,212.47,86,57,42.00,3.62,-98.47,0.0002,-96.53
PitisCoin,0.0067,0.0002,- 49.99,- 97.46,N/A,129.71 K,28.92,1674,6,8.00,0.0161,-98.53,0.00000413,-99.27
Datarius Credit,0.0041,0.0010,- 31.76,- 87.91,N/A,129.53 K,1.30 MM,1425780,9,8.00,0.0140,-92.74,0.00000182,-92.84
Monoeci,0.0708,0.0158,- 32.28,- 76.40,N/A,129.50 K,34.14,304,17,0.00,10.32,-99.85,0.0007,-99.73
EUNOMIA,0.00004023,0.00000783,- 37.46,- 78.95,N/A,128.61 K,28.40 K,26725,4,8.00,0.00006018,-86.99,0.00000001,-100.00
Synergy,0.0186,0.0278,- 39.99,- 40.74,N/A,128.21 K,12.10,0.7241,44,25.00,6.62,-99.58,0.0012,-99.71
InsaneCoin,0.0918,0.0055,- 27.82,- 97.81,N/A,128.13 K,252.23,47,21,25.00,0.4511,-98.79,0.0001,-99.32
Opal,0.0010,0.0084,- 24.83,620.04,N/A,127.82 K,0.00,2,53,17.00,0.1760,-95.21,0.00005592,-98.10
Condensate,0.0008,0.0002,- 49.59,- 73.06,N/A,127.70 K,48.21,135,21,17.00,0.1373,-99.88,0.00003163,-99.94
CROAT,0.0110,0.0020,19.20,- 46.06,N/A,127.03 K,230.79,265,6,17.00,0.0184,-89.26,0.00000478,-94.77
Bulleon,0.3406,0.1153,- 30.15,- 71.23,N/A,126.36 K,1.39,2773,1,0.00,0.2766,-58.34,0.00007535,-80.69
EverGreenCoin,0.0053,0.0090,- 32.34,216.81,N/A,125.23 K,3.38 K,557,37,17.00,0.7910,-98.86,0.0004,-99.74
Paymon,0.0028,0.0002,- 7.49,- 71.69,N/A,125.19 K,233.91,1183,8,25.00,0.0044,-95.30,0.00000071,-95.78
