Name,Price,2% of Avg. YoY Bitcoin growth (2010-'16),10% of Avg. YoY Bitcoin growth (2010-'16),50% of Avg. Bitcoin YoY growth (2010-'16),Avg. YoY growth of The Internet (1995-2017),Avg. YoY growth of The Mobile Phone (1993-2013),Avg. YoY growth of Google (2000-'15),Avg. YoY growth of Facebook (2004-'16),4% Worldwide M0 money flows into the crypto market,4% Worldwide M1 money flows into the crypto market,4% Worldwide M2 money flows into the crypto market
ONG,0.2678,0.2811,0.3345,0.6016,0.3457,0.3428,0.4179,0.5940,0.6306,3.54,8.96
Intelligent Investment Chain,0.0004,0.00007468,0.00008887,0.0002,0.00009183,0.00009106,0.0001,0.0002,0.0002,0.0009,0.0024
Dutch Coin,0.00007902,0.00007266,0.00008646,0.0002,0.00008934,0.00008859,0.0001,0.0002,0.0002,0.0009,0.0023
ZenGold,0.0009,0.0009,0.0011,0.0020,0.0011,0.0011,0.0014,0.0019,0.0021,0.0115,0.0292
APOT,0.0031,0.0140,0.0167,0.0300,0.0172,0.0171,0.0208,0.0296,0.0314,0.1767,0.4468
Candy,0.00001827,0.00001912,0.00002276,0.00004093,0.00002352,0.00002332,0.00002843,0.00004041,0.00004290,0.0002,0.0006
DynamicCoin,0.00007902,0.0001,0.0001,0.0003,0.0001,0.0001,0.0002,0.0002,0.0003,0.0015,0.0038
ClubCoin,0.1180,0.3441,0.4095,0.7364,0.4231,0.4195,0.5115,0.7270,0.7719,4.34,10.97
Rubex Money,0.0003,0.0004,0.0004,0.0008,0.0004,0.0004,0.0005,0.0008,0.0008,0.0046,0.0115
Rocket Pool,0.5749,0.4281,0.5095,0.9163,0.5265,0.5220,0.6365,0.9046,0.9604,5.40,13.65
Aces,0.00007938,0.00003649,0.00004342,0.00007809,0.00004487,0.00004449,0.00005425,0.00007710,0.00008186,0.0005,0.0012
President Johnson,0.0008,0.0009,0.0010,0.0019,0.0011,0.0011,0.0013,0.0018,0.0019,0.0110,0.0277
Jingtum Tech,0.0009,0.0007,0.0008,0.0015,0.0008,0.0008,0.0010,0.0014,0.0015,0.0086,0.0217
Record,0.0011,0.0012,0.0014,0.0025,0.0014,0.0014,0.0017,0.0025,0.0026,0.0147,0.0373
ROMToken,0.0002,0.00008433,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0002,0.0011,0.0027
TOKOK,0.0061,0.0047,0.0056,0.0102,0.0058,0.0058,0.0071,0.0100,0.0106,0.0598,0.1514
BTCMoon,0.0015,0.0017,0.0020,0.0036,0.0021,0.0021,0.0025,0.0036,0.0038,0.0215,0.0543
OFCOIN,0.0002,0.0002,0.0002,0.0004,0.0002,0.0002,0.0003,0.0004,0.0004,0.0022,0.0056
BitMax Token,0.0884,0.0187,0.0222,0.0400,0.0230,0.0228,0.0278,0.0395,0.0419,0.2357,0.5961
LemoChain,0.0122,0.0088,0.0105,0.0189,0.0109,0.0108,0.0131,0.0187,0.0198,0.1114,0.2818
Ti-Value,0.0468,0.0488,0.0581,0.1045,0.0600,0.0595,0.0726,0.1032,0.1095,0.6156,1.56
COZ,0.1242,0.1234,0.1468,0.2641,0.1517,0.1504,0.1834,0.2607,0.2768,1.56,3.93
BitUP Token,0.0037,0.0013,0.0015,0.0027,0.0016,0.0015,0.0019,0.0027,0.0028,0.0160,0.0404
OceanChain,0.0004,0.0003,0.0004,0.0007,0.0004,0.0004,0.0005,0.0007,0.0007,0.0041,0.0103
CariNet,0.0036,0.0077,0.0091,0.0164,0.0094,0.0094,0.0114,0.0162,0.0172,0.0968,0.2448
Hercules,0.0147,0.2465,0.2933,0.5276,0.3031,0.3006,0.3665,0.5208,0.5530,3.11,7.86
Moving Cloud Coin,0.0088,0.0055,0.0066,0.0119,0.0068,0.0068,0.0082,0.0117,0.0124,0.0698,0.1766
USDCoin,1.00,1.05,1.25,2.24,1.29,1.28,1.56,2.21,2.35,13.20,33.37
Huobi Pool Token,0.0064,0.0028,0.0033,0.0059,0.0034,0.0034,0.0041,0.0058,0.0062,0.0347,0.0878
HedgeTrade,0.0696,0.1212,0.1442,0.2593,0.1490,0.1477,0.1801,0.2560,0.2718,1.53,3.86
Wiki Token,1.03,0.4351,0.5178,0.9313,0.5351,0.5305,0.6469,0.9194,0.9761,5.49,13.87
YouLive Coin,0.0005,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.0019,0.0048
Esports Token,0.0025,0.0016,0.0019,0.0035,0.0020,0.0020,0.0024,0.0034,0.0036,0.0204,0.0516
CHEX,0.0086,0.0072,0.0085,0.0154,0.0088,0.0087,0.0107,0.0152,0.0161,0.0905,0.2288
SDUSD,1.03,1.04,1.24,2.22,1.28,1.27,1.54,2.20,2.33,13.10,33.13
T.OS,0.0160,0.0135,0.0161,0.0289,0.0166,0.0165,0.0201,0.0285,0.0303,0.1703,0.4307
ETERNAL TOKEN,2.61,0.6441,0.7664,1.38,0.7920,0.7853,0.9575,1.36,1.44,8.12,20.53
StarChain,0.0051,0.0013,0.0015,0.0027,0.0016,0.0015,0.0019,0.0027,0.0029,0.0160,0.0405
DEXTER,16.76,65.59,78.05,140.37,80.65,79.97,97.51,138.59,147.14,826.88,2091.23
WETH,256.04,79.36,94.45,169.85,97.59,96.77,117.99,167.69,178.04,1000.53,2530.41
ThingsOperatingSystem,0.0053,0.0032,0.0038,0.0069,0.0040,0.0039,0.0048,0.0068,0.0072,0.0407,0.1029
CARAT,0.6839,1.12,1.34,2.40,1.38,1.37,1.67,2.37,2.52,14.15,35.77
Volt,0.0004,0.0008,0.0009,0.0016,0.0009,0.0009,0.0011,0.0016,0.0017,0.0096,0.0244
Baer Chain,4.66,0.4855,0.5777,1.04,0.5970,0.5919,0.7217,1.03,1.09,6.12,15.48
KNOW,0.0088,0.0112,0.0133,0.0240,0.0138,0.0136,0.0166,0.0236,0.0251,0.1411,0.3568
EmberCoin,0.00000005,0.00000005,0.00000006,0.00000011,0.00000006,0.00000006,0.00000008,0.00000011,0.00000012,0.00000065,0.00000164
CapdaxToken,0.0008,0.0019,0.0023,0.0041,0.0024,0.0024,0.0029,0.0041,0.0043,0.0244,0.0616
Master Contract Token,0.0013,0.0008,0.0009,0.0017,0.0010,0.0010,0.0012,0.0017,0.0018,0.0099,0.0252
Atomic Wallet Coin,0.1606,0.0268,0.0319,0.0573,0.0329,0.0326,0.0398,0.0566,0.0601,0.3375,0.8536
Delizia,0.0013,0.0008,0.0009,0.0016,0.0009,0.0009,0.0011,0.0016,0.0017,0.0096,0.0243
CEDEX Coin,0.0376,0.0225,0.0268,0.0482,0.0277,0.0274,0.0334,0.0475,0.0505,0.2836,0.7173
Cybereits,0.0029,0.0012,0.0014,0.0025,0.0014,0.0014,0.0017,0.0024,0.0026,0.0146,0.0370
MediBit,0.00001370,0.00001198,0.00001426,0.00002564,0.00001473,0.00001461,0.00001781,0.00002531,0.00002688,0.0002,0.0004
Exchange Union,2.67,2.04,2.42,4.36,2.50,2.48,3.03,4.30,4.57,25.67,64.93
MSD,0.0028,0.0053,0.0063,0.0114,0.0065,0.0065,0.0079,0.0112,0.0119,0.0671,0.1697
PlayCoin,0.0209,0.0261,0.0311,0.0559,0.0321,0.0318,0.0388,0.0552,0.0586,0.3292,0.8326
CARDbuyers,0.0002,0.0012,0.0014,0.0026,0.0015,0.0015,0.0018,0.0025,0.0027,0.0152,0.0384
EduCoin,0.0003,0.0001,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.0017,0.0044
Pixie Coin,0.0006,0.0005,0.0006,0.0010,0.0006,0.0006,0.0007,0.0010,0.0011,0.0061,0.0154
Ordocoin,0.00000790,0.00000362,0.00000431,0.00000775,0.00000445,0.00000442,0.00000538,0.00000765,0.00000812,0.00004566,0.0001
WIZBL,0.0037,0.0048,0.0057,0.0102,0.0059,0.0058,0.0071,0.0101,0.0107,0.0600,0.1517
Coin2Play,0.0004,0.0035,0.0042,0.0076,0.0044,0.0043,0.0053,0.0075,0.0080,0.0447,0.1132
Crypto Improvement Fund,0.0003,0.0003,0.0004,0.0007,0.0004,0.0004,0.0005,0.0007,0.0007,0.0041,0.0103
Endorsit,0.00006854,0.00002743,0.00003264,0.00005870,0.00003373,0.00003344,0.00004077,0.00005795,0.00006152,0.0003,0.0009
Couchain,0.00001804,0.00000954,0.00001135,0.00002042,0.00001173,0.00001163,0.00001418,0.00002016,0.00002140,0.0001,0.0003
CoinEx Token,0.0286,0.0064,0.0076,0.0136,0.0078,0.0077,0.0094,0.0134,0.0143,0.0801,0.2026
PalletOne,0.0070,0.0056,0.0067,0.0120,0.0069,0.0068,0.0083,0.0118,0.0126,0.0705,0.1784
FuturoCoin,1.50,5.07,6.04,10.86,6.24,6.19,7.54,10.72,11.38,63.96,161.77
SaveNode,0.0004,0.0005,0.0006,0.0011,0.0006,0.0006,0.0008,0.0011,0.0012,0.0066,0.0168
OBXcoin,0.00006899,0.00007243,0.00008620,0.0002,0.00008907,0.00008832,0.0001,0.0002,0.0002,0.0009,0.0023
MEX,0.0009,0.0003,0.0004,0.0006,0.0004,0.0004,0.0004,0.0006,0.0007,0.0038,0.0095
DWS,0.0012,0.0044,0.0052,0.0094,0.0054,0.0054,0.0066,0.0093,0.0099,0.0556,0.1405
TCOIN,0.0184,0.0140,0.0167,0.0300,0.0172,0.0171,0.0208,0.0296,0.0314,0.1767,0.4469
Almeela,0.1827,0.1575,0.1874,0.3371,0.1937,0.1920,0.2341,0.3328,0.3533,1.99,5.02
Helper Search Token,0.00000282,0.00000103,0.00000123,0.00000222,0.00000127,0.00000126,0.00000154,0.00000219,0.00000232,0.00001305,0.00003300
Celsius,0.1149,0.0369,0.0439,0.0790,0.0454,0.0450,0.0549,0.0780,0.0828,0.4655,1.18
Infinipay,0.0024,0.00002535,0.00003017,0.00005426,0.00003117,0.00003091,0.00003769,0.00005357,0.00005687,0.0003,0.0008
Infinitecoin,0.00002161,0.00002028,0.00002414,0.00004341,0.00002494,0.00002473,0.00003015,0.00004285,0.00004550,0.0003,0.0006
FOIN,1636.47,1068.28,1271.28,2286.30,1313.62,1302.53,1588.15,2257.17,2396.41,13467.43,34060.10
Centaure,0.0002,0.0002,0.0002,0.0004,0.0002,0.0002,0.0003,0.0004,0.0004,0.0023,0.0058
wys Token,0.0261,0.0091,0.0108,0.0195,0.0112,0.0111,0.0136,0.0193,0.0204,0.1149,0.2906
Dragon Token,1.50,0.9480,1.13,2.03,1.17,1.16,1.41,2.00,2.13,11.95,30.23
Invictus Hyperion Fund,0.0430,0.0226,0.0269,0.0483,0.0277,0.0275,0.0335,0.0477,0.0506,0.2845,0.7194
Valuto,0.0019,0.0009,0.0011,0.0019,0.0011,0.0011,0.0013,0.0019,0.0020,0.0114,0.0289
InvestDigital,0.0056,0.0019,0.0023,0.0041,0.0024,0.0023,0.0028,0.0040,0.0043,0.0241,0.0610
BFFDoom,0.00000107,0.00000112,0.00000134,0.00000241,0.00000138,0.00000137,0.00000167,0.00000238,0.00000252,0.00001418,0.00003587
United Bitcoin,1.83,1.89,2.25,4.04,2.32,2.30,2.81,3.99,4.24,23.81,60.23
EscrowCoin,0.0083,0.0182,0.0216,0.0389,0.0223,0.0221,0.0270,0.0384,0.0407,0.2289,0.5788
WXCOINS,0.0106,0.7277,0.8660,1.56,0.8949,0.8873,1.08,1.54,1.63,9.17,23.20
Storjcoin X,0.1456,0.1051,0.1250,0.2249,0.1292,0.1281,0.1562,0.2220,0.2357,1.32,3.35
eosBLACK,0.0076,0.0145,0.0172,0.0310,0.0178,0.0176,0.0215,0.0306,0.0324,0.1823,0.4611
Crypto Harbor Exchange,0.00006984,0.00002788,0.00003318,0.00005967,0.00003428,0.00003399,0.00004145,0.00005891,0.00006254,0.0004,0.0009
CryptalDash,0.0032,0.0054,0.0064,0.0115,0.0066,0.0065,0.0080,0.0113,0.0120,0.0677,0.1712
WeToken,0.0018,0.0010,0.0012,0.0022,0.0012,0.0012,0.0015,0.0021,0.0023,0.0128,0.0323
KingXChain,0.00000326,0.00000195,0.00000232,0.00000417,0.00000239,0.00000237,0.00000289,0.00000411,0.00000437,0.00002454,0.00006205
DarkPayCoin,0.0043,0.0163,0.0194,0.0350,0.0201,0.0199,0.0243,0.0345,0.0366,0.2059,0.5207
EmaratCoin,0.0100,0.0323,0.0385,0.0692,0.0398,0.0394,0.0481,0.0683,0.0725,0.4075,1.03
Coni,0.0296,0.0069,0.0082,0.0148,0.0085,0.0084,0.0103,0.0146,0.0155,0.0873,0.2208
GazeCoin,0.0078,0.0198,0.0236,0.0424,0.0244,0.0242,0.0295,0.0419,0.0444,0.2497,0.6316
Karatgold Coin,0.0592,0.0269,0.0321,0.0576,0.0331,0.0328,0.0400,0.0569,0.0604,0.3395,0.8587
ORS Group,0.0206,0.0452,0.0538,0.0968,0.0556,0.0552,0.0672,0.0956,0.1015,0.5702,1.44
CarBlock,0.0014,0.0011,0.0013,0.0023,0.0013,0.0013,0.0016,0.0022,0.0024,0.0133,0.0337
MicroBitcoin,0.0001,0.0001,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.0016,0.0041
SegWit2x,0.00000786,0.00000476,0.00000566,0.00001018,0.00000585,0.00000580,0.00000707,0.00001005,0.00001067,0.00005995,0.0002
Nuggets,0.0012,0.0003,0.0004,0.0007,0.0004,0.0004,0.0005,0.0007,0.0007,0.0040,0.0101
Dragon Coins,0.0665,0.0734,0.0874,0.1572,0.0903,0.0895,0.1092,0.1552,0.1647,0.9258,2.34
BitcoinX,0.0025,0.0020,0.0024,0.0043,0.0025,0.0024,0.0030,0.0042,0.0045,0.0252,0.0637
Carlive Chain,0.0008,0.0006,0.0007,0.0013,0.0008,0.0008,0.0009,0.0013,0.0014,0.0079,0.0200
SalPay,0.0290,0.0202,0.0241,0.0433,0.0249,0.0247,0.0301,0.0428,0.0454,0.2553,0.6456
SoPay,0.0015,0.0012,0.0014,0.0026,0.0015,0.0015,0.0018,0.0025,0.0027,0.0152,0.0385
ANON,0.0859,0.2130,0.2535,0.4559,0.2620,0.2598,0.3167,0.4501,0.4779,2.69,6.79
InsurChain,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0004,0.0021,0.0052
Hdac,0.0353,0.0234,0.0279,0.0502,0.0288,0.0286,0.0348,0.0495,0.0526,0.2954,0.7471
Atlas Protocol,0.0186,0.0203,0.0241,0.0434,0.0249,0.0247,0.0302,0.0429,0.0455,0.2558,0.6469
VeriDocGlobal,0.0018,0.0012,0.0015,0.0026,0.0015,0.0015,0.0018,0.0026,0.0028,0.0156,0.0394
Aidos Kuneen,2.07,2.54,3.02,5.44,3.12,3.10,3.78,5.37,5.70,32.03,81.01
Atlantis Blue Digital Token,0.5922,0.0045,0.0053,0.0096,0.0055,0.0055,0.0067,0.0095,0.0101,0.0566,0.1431
Superior Coin,0.00007902,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0014,0.0035
DACC,0.0001,0.0001,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.0016,0.0041
EncryptoTel [ETH],0.0096,0.0109,0.0130,0.0233,0.0134,0.0133,0.0162,0.0230,0.0245,0.1374,0.3476
Game Stars,0.0007,0.0004,0.0005,0.0009,0.0005,0.0005,0.0006,0.0009,0.0009,0.0051,0.0128
Future1coin,0.0017,0.0046,0.0055,0.0099,0.0057,0.0056,0.0069,0.0098,0.0104,0.0584,0.1476
Commerce Data Connection,0.00002089,0.00000792,0.00000943,0.00001695,0.00000974,0.00000966,0.00001177,0.00001673,0.00001777,0.00009985,0.0003
ShopZcoin,0.0006,0.0061,0.0072,0.0130,0.0075,0.0074,0.0090,0.0129,0.0136,0.0767,0.1940
HitChain,0.0001,0.00008672,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0002,0.0011,0.0028
MEET.ONE,0.0022,0.0010,0.0012,0.0021,0.0012,0.0012,0.0014,0.0020,0.0022,0.0122,0.0309
GSENetwork,0.0003,0.0003,0.0004,0.0007,0.0004,0.0004,0.0005,0.0007,0.0008,0.0044,0.0111
Bgogo Token,0.0012,0.0009,0.0011,0.0019,0.0011,0.0011,0.0013,0.0019,0.0020,0.0113,0.0285
DIPNET,0.0006,0.0007,0.0008,0.0015,0.0008,0.0008,0.0010,0.0014,0.0015,0.0086,0.0217
Consentium,0.6596,1.34,1.59,2.86,1.64,1.63,1.99,2.83,3.00,16.86,42.63
Bankera,0.0021,0.0022,0.0026,0.0047,0.0027,0.0027,0.0033,0.0046,0.0049,0.0276,0.0698
COMSA [ETH],0.0954,0.0349,0.0415,0.0747,0.0429,0.0426,0.0519,0.0738,0.0783,0.4401,1.11
StockChain,0.0011,0.0005,0.0006,0.0011,0.0007,0.0007,0.0008,0.0011,0.0012,0.0068,0.0171
CoinMeet,0.0081,0.0045,0.0053,0.0095,0.0055,0.0054,0.0066,0.0094,0.0100,0.0562,0.1420
Usechain Token,0.0013,0.0010,0.0012,0.0021,0.0012,0.0012,0.0015,0.0021,0.0022,0.0125,0.0316
Dascoin,0.0158,0.0186,0.0222,0.0399,0.0229,0.0227,0.0277,0.0394,0.0418,0.2350,0.5942
WINCOIN,0.0242,0.0506,0.0603,0.1084,0.0623,0.0618,0.0753,0.1070,0.1136,0.6385,1.61
Elliot Coin,0.0013,0.0017,0.0020,0.0037,0.0021,0.0021,0.0026,0.0036,0.0039,0.0216,0.0547
WinToken,0.0009,0.0002,0.0003,0.0005,0.0003,0.0003,0.0003,0.0005,0.0005,0.0029,0.0074
Civitas,0.0053,0.0105,0.0125,0.0226,0.0130,0.0129,0.0157,0.0223,0.0236,0.1329,0.3360
XRT Token,0.00001363,0.00001432,0.00001704,0.00003064,0.00001760,0.00001745,0.00002128,0.00003025,0.00003211,0.0002,0.0005
Super Bitcoin,2.88,1.13,1.35,2.42,1.39,1.38,1.68,2.39,2.54,14.27,36.10
BUMO,0.0332,0.0341,0.0405,0.0729,0.0419,0.0415,0.0506,0.0720,0.0764,0.4293,1.09
Golos Gold,0.0060,0.0086,0.0103,0.0185,0.0106,0.0105,0.0128,0.0182,0.0194,0.1088,0.2753
PayDay Coin,0.0002,0.0010,0.0012,0.0022,0.0013,0.0013,0.0015,0.0022,0.0023,0.0130,0.0329
Molecular Future,0.0592,0.0340,0.0404,0.0727,0.0418,0.0414,0.0505,0.0718,0.0762,0.4281,1.08
Themis,0.0063,0.0013,0.0016,0.0028,0.0016,0.0016,0.0019,0.0028,0.0029,0.0165,0.0417
Monero Classic,0.8584,0.5430,0.6462,1.16,0.6677,0.6620,0.8072,1.15,1.22,6.85,17.31
Show,0.0012,0.0009,0.0010,0.0019,0.0011,0.0011,0.0013,0.0018,0.0020,0.0110,0.0278
Asura Coin,0.0003,0.0006,0.0007,0.0012,0.0007,0.0007,0.0009,0.0012,0.0013,0.0074,0.0186
COMSA [XEM],0.0951,0.0325,0.0386,0.0695,0.0399,0.0396,0.0483,0.0686,0.0728,0.4093,1.04
Livepeer,8.38,5.34,6.35,11.42,6.56,6.51,7.93,11.28,11.97,67.29,170.17
Digital Asset Exchange Token,0.0022,0.0033,0.0039,0.0070,0.0040,0.0040,0.0049,0.0070,0.0074,0.0415,0.1050
The Midas Touch Gold,0.0025,0.0036,0.0043,0.0077,0.0044,0.0044,0.0054,0.0076,0.0081,0.0454,0.1148
ZB,0.3371,0.1254,0.1493,0.2684,0.1542,0.1529,0.1865,0.2650,0.2813,1.58,4.00
Yuan Chain Coin,0.0065,0.0047,0.0056,0.0101,0.0058,0.0058,0.0070,0.0100,0.0106,0.0597,0.1509
SnipCoin,0.0009,0.0006,0.0007,0.0013,0.0007,0.0007,0.0009,0.0013,0.0013,0.0075,0.0190
Halloween Coin,0.00007833,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0014,0.0035
Budbo,0.0034,0.0018,0.0022,0.0039,0.0022,0.0022,0.0027,0.0039,0.0041,0.0231,0.0583
Cropcoin,0.00007937,0.0002,0.0003,0.0005,0.0003,0.0003,0.0004,0.0005,0.0005,0.0031,0.0077
Pabyosi Coin (Special),0.0079,0.0091,0.0108,0.0194,0.0111,0.0110,0.0135,0.0191,0.0203,0.1141,0.2887
Ubique Chain Of Things,0.0250,0.0061,0.0072,0.0130,0.0074,0.0074,0.0090,0.0128,0.0136,0.0763,0.1931
OmenCoin,0.00000815,0.00003579,0.00004259,0.00007659,0.00004401,0.00004364,0.00005320,0.00007562,0.00008028,0.0005,0.0011
M2O,0.0003,0.0001,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.0018,0.0047
BlazerCoin,0.0001,0.0001,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.0018,0.0045
NEO GOLD,0.0004,0.0004,0.0005,0.0009,0.0005,0.0005,0.0006,0.0009,0.0010,0.0055,0.0139
Pandemia,0.0002,0.00007142,0.00008499,0.0002,0.00008782,0.00008708,0.0001,0.0002,0.0002,0.0009,0.0023
PlusOneCoin,0.0180,0.0261,0.0311,0.0559,0.0321,0.0319,0.0388,0.0552,0.0586,0.3294,0.8332
Bitcoin God,15.41,6.73,8.01,14.40,8.28,8.21,10.01,14.22,15.10,84.84,214.57
XTRD,0.0009,0.0010,0.0012,0.0022,0.0012,0.0012,0.0015,0.0021,0.0023,0.0128,0.0323
IDOL COIN,0.00000550,0.00000578,0.00000687,0.00001236,0.00000710,0.00000704,0.00000859,0.00001220,0.00001296,0.00007281,0.0002
Concierge Coin,0.0003,0.0028,0.0034,0.0061,0.0035,0.0035,0.0042,0.0060,0.0064,0.0357,0.0904
YUKI,0.00001566,0.00001235,0.00001470,0.00002644,0.00001519,0.00001506,0.00001836,0.00002610,0.00002771,0.0002,0.0004
CENTERCOIN,0.0021,0.0101,0.0120,0.0216,0.0124,0.0123,0.0150,0.0213,0.0226,0.1272,0.3216
Internet of Things,56.92,59.76,71.11,127.89,73.48,72.86,88.84,126.26,134.05,753.32,1905.21
Quotient,0.0009,0.0024,0.0028,0.0051,0.0029,0.0029,0.0036,0.0051,0.0054,0.0301,0.0762
Crowdvilla Point,2.23,2.34,2.78,5.01,2.88,2.85,3.48,4.94,5.25,29.49,74.59
Axiom,0.0062,0.0038,0.0045,0.0081,0.0047,0.0046,0.0057,0.0080,0.0085,0.0479,0.1212
Bubble,0.0037,0.0023,0.0028,0.0050,0.0029,0.0028,0.0035,0.0049,0.0052,0.0293,0.0740
Tellurion,0.0002,0.0002,0.0002,0.0004,0.0002,0.0002,0.0003,0.0004,0.0004,0.0023,0.0058
EA Coin,0.0011,0.0011,0.0013,0.0024,0.0014,0.0014,0.0017,0.0024,0.0025,0.0142,0.0358
EPLUS Coin,0.0017,0.0017,0.0021,0.0037,0.0021,0.0021,0.0026,0.0037,0.0039,0.0219,0.0554
Hybrid Block,0.0027,0.0023,0.0027,0.0048,0.0028,0.0027,0.0033,0.0048,0.0050,0.0284,0.0718
CMITCOIN,0.00000522,0.00000543,0.00000646,0.00001163,0.00000668,0.00000662,0.00000808,0.00001148,0.00001219,0.00006849,0.0002
MobilinkToken,0.0015,0.0023,0.0027,0.0049,0.0028,0.0028,0.0034,0.0048,0.0051,0.0287,0.0726
Cobrabytes,0.00007248,0.0008,0.0010,0.0018,0.0010,0.0010,0.0012,0.0018,0.0019,0.0105,0.0266
BingoCoin,0.0025,0.0107,0.0127,0.0229,0.0131,0.0130,0.0159,0.0226,0.0240,0.1348,0.3409
BlockCDN,0.0120,0.0010,0.0012,0.0022,0.0013,0.0013,0.0016,0.0022,0.0023,0.0132,0.0333
Labh Coin,0.00005793,0.00003637,0.00004329,0.00007785,0.00004473,0.00004435,0.00005408,0.00007686,0.00008160,0.0005,0.0012
Maggie,0.0007,0.0005,0.0005,0.0010,0.0006,0.0006,0.0007,0.0010,0.0010,0.0058,0.0147
OTCBTC Token,0.0314,0.0247,0.0294,0.0529,0.0304,0.0302,0.0368,0.0523,0.0555,0.3118,0.7885
SIGMAcoin,0.0026,0.0015,0.0017,0.0031,0.0018,0.0018,0.0022,0.0031,0.0033,0.0184,0.0466
Countinghouse,1.84,1.55,1.84,3.31,1.90,1.89,2.30,3.27,3.47,19.51,49.34
Engine,0.0005,0.0003,0.0003,0.0006,0.0003,0.0003,0.0004,0.0006,0.0006,0.0035,0.0089
NewsToken,0.0006,0.0013,0.0015,0.0027,0.0016,0.0015,0.0019,0.0027,0.0028,0.0160,0.0405
ALLCOIN,0.0072,0.0102,0.0122,0.0219,0.0126,0.0125,0.0152,0.0216,0.0230,0.1292,0.3267
FundToken,0.0114,0.0049,0.0059,0.0105,0.0061,0.0060,0.0073,0.0104,0.0111,0.0621,0.1571
Alttex,0.0008,0.0004,0.0004,0.0008,0.0004,0.0004,0.0005,0.0008,0.0008,0.0045,0.0114
Crowdvilla Ownership,0.0340,0.0357,0.0425,0.0763,0.0439,0.0435,0.0530,0.0754,0.0800,0.4497,1.14
Runners,0.00007934,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0014,0.0035
Birds,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0014,0.0035
Wink,0.0002,0.0001,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0003,0.0018,0.0046
ABCC Token,0.0682,0.0793,0.0943,0.1697,0.0975,0.0967,0.1179,0.1675,0.1778,0.9995,2.53
Wrapped Bitcoin,7863.59,3623.86,4312.49,7755.69,4456.14,4418.52,5387.41,7656.90,8129.21,45684.86,115540.31
Bitcoin File,0.0080,0.0013,0.0015,0.0027,0.0015,0.0015,0.0019,0.0026,0.0028,0.0158,0.0399
Pecunio,0.0494,0.0072,0.0086,0.0155,0.0089,0.0088,0.0108,0.0153,0.0162,0.0913,0.2309
CottonCoin,0.0025,0.0009,0.0010,0.0019,0.0011,0.0011,0.0013,0.0018,0.0019,0.0110,0.0277
Obitan Chain,0.00004060,0.00003288,0.00003913,0.00007037,0.00004043,0.00004009,0.00004888,0.00006948,0.00007376,0.0004,0.0010
TerraNova,0.1409,0.0312,0.0371,0.0668,0.0384,0.0380,0.0464,0.0659,0.0700,0.3934,0.9950
President Trump,0.0021,0.0022,0.0026,0.0048,0.0027,0.0027,0.0033,0.0047,0.0050,0.0280,0.0709
Social Lending Token,0.0069,0.0016,0.0019,0.0035,0.0020,0.0020,0.0024,0.0034,0.0036,0.0204,0.0516
ShineChain,0.0067,0.0008,0.0010,0.0018,0.0010,0.0010,0.0012,0.0018,0.0019,0.0106,0.0268
SACoin,0.0385,0.0204,0.0243,0.0437,0.0251,0.0249,0.0304,0.0432,0.0459,0.2577,0.6517
Animation Vision Cash,0.0006,0.0004,0.0005,0.0009,0.0005,0.0005,0.0006,0.0009,0.0010,0.0055,0.0139
Excaliburcoin,0.00000746,0.00000784,0.00000933,0.00001677,0.00000964,0.00000956,0.00001165,0.00001656,0.00001758,0.00009881,0.0002
VeThor Token,0.0007,0.0003,0.0003,0.0006,0.0004,0.0004,0.0004,0.0006,0.0007,0.0037,0.0092
FCoin Token,0.0160,0.0168,0.0199,0.0359,0.0206,0.0204,0.0249,0.0354,0.0376,0.2113,0.5345
ContractNet,0.0027,0.0071,0.0085,0.0153,0.0088,0.0087,0.0106,0.0151,0.0160,0.0899,0.2275
First Bitcoin,0.0077,0.0037,0.0044,0.0078,0.0045,0.0045,0.0054,0.0077,0.0082,0.0461,0.1166
Fargocoin,0.0234,0.0262,0.0312,0.0562,0.0323,0.0320,0.0390,0.0555,0.0589,0.3309,0.8368
Influence Chain,0.0149,0.0060,0.0072,0.0129,0.0074,0.0073,0.0089,0.0127,0.0135,0.0758,0.1917
SEER,0.0004,0.0006,0.0007,0.0013,0.0008,0.0008,0.0009,0.0013,0.0014,0.0078,0.0196
